position,title,address,latitude,longitude,rating,ratingCount,category,phoneNumber,website,cid,query,brand,branch,query_result_number,brand_match,bookingLinks
1,Country Estates,"9a Ballyclare Rd, Glengormley, Newtownabbey BT36 5EY",54.6720481,-5.9589349,4.6,47.0,Estate agent,028 9083 0803,http://www.country-estates.com/,11876205445149960577,estate agents in belfast,Property People ,Belfast,111,False,
2,Dynes Residential,,,,3.9,15.0,Property Rental Agency,028 9099 3888,http://www.dynesresidential.com/,16413058762252139090,estate agents in belfast,Property People ,Belfast,112,False,
3,Boyle Properties,"1 Rugby Ave, Belfast BT7 1RD",54.5841674,-5.9277744,1.6,17.0,Estate agent,028 9022 2333,http://boyleproperties.co.uk/,4251240648425669682,estate agents in belfast,Property People ,Belfast,113,False,
4,Quinn Estate Agents,"14B Ballynahinch Rd, Carryduff, Belfast BT8 8DN",54.5159696,-5.888137899999999,5.0,8.0,Estate agent,028 9081 2422,https://www.quinnestateagents.com/,7860663899711099386,estate agents in belfast,Property People ,Belfast,114,False,
5,Montgomery House,"montgomery house, 31 Montgomery St, Belfast BT1 4NX",54.5966313,-5.9265281000000005,4.7,6.0,Estate Agent,,,12158574253987197904,estate agents in belfast,Property People ,Belfast,115,False,
6,Belvoir Lettings,"379 Newtownards Rd, Belfast BT4 1AL",54.5980158,-5.8928175,3.3,7.0,Property Rental Agency,028 9045 0462,http://www.belvoirlettings.com/belfasteast,18218189934315947713,estate agents in belfast,Property People ,Belfast,116,False,
7,Lyle Thompson Properties,"68 Shore Rd, Belfast BT15 3PZ",54.6242285,-5.9232508,3.0,2.0,Estate Agent,028 9600 5159,http://www.ltpsales.co.uk/,13826718381241537102,estate agents in belfast,Property People ,Belfast,117,False,
8,Longstand Property,"14 Barnetts Rd, Belfast BT5 7BA",54.591019599999996,-5.8505258,5.0,1.0,Estate agent,07546 779667,https://longstandproperty.com/,9553657279033125933,estate agents in belfast,Property People ,Belfast,118,False,
9,iamsold - NI Property Auction,"Scottish Provident Building, 7 Donegall Square W, Belfast BT1 6JH",54.596863899999995,-5.9318463,5.0,50.0,Estate Agent Auctioneer,028 9560 8380,http://www.iamsoldni.com/,906982907441734605,estate agents in belfast,Property People ,Belfast,119,False,
10,Finch,"5th Floor, Metro Building, 6-9 Donegall Square S, Belfast BT1 5JA",54.5959224,-5.9295741,,,Commercial property estate agent,028 9044 6495,http://finchcre.com/,11810845032487961908,estate agents in belfast,Property People ,Belfast,120,False,
1,Charterhouse Property Management Ltd,"422 Lisburn Rd, Belfast BT9 6GN",54.571701399999995,-5.9608834,2.3,61.0,Property management company,028 9024 9659,http://www.charterhousepm.co.uk/,13307968799826188106,estate agents in belfast,Property People ,Belfast,121,False,
2,TLT Property Management Belfast,"328 Woodstock Rd, Belfast BT6 9DP",54.58905240000001,-5.9010684,2.8,26.0,Property management company,028 9045 2422,https://www.tltproperty.uk/,14109685842094605345,estate agents in belfast,Property People ,Belfast,122,False,
3,Pass The Keys,"68, 72 Newtownards Rd, Belfast BT4 1GW",54.6004942,-5.9091717,5.0,10.0,Holiday home letting agency,028 9692 8124,https://www.passthekeys.com/en/northern-ireland/belfast/,4404766383190194182,estate agents in belfast,Property People ,Belfast,123,False,
4,jmsHOMES NI Ltd - Rental Agency,"18 Carnmoney Rd, Glengormley, Newtownabbey BT36 6HN",54.671837599999996,-5.9576708,4.5,25.0,Property Rental Agency,028 9446 6431,http://www.jmshomes.org/,2318179494522437480,estate agents in belfast,Property People ,Belfast,124,False,
5,Mitchell Property Management,"18 Carnmoney Rd, Glengormley, Newtownabbey BT36 6HN",54.671837599999996,-5.9576708,3.6,38.0,Property Rental Agency,028 9084 0888,https://www.propertyrentalsni.co.uk/,4744656714570085221,estate agents in belfast,Property People ,Belfast,125,False,
6,Lambert Smith Hampton - Commercial Real Estate Consultants,"17-25 College Square E, Belfast BT1 6DH",54.5962421,-5.9349169,2.7,7.0,Estate Agent,028 9032 7954,http://www.lsh.ie/,11480012915633836361,estate agents in belfast,Property People ,Belfast,126,False,
7,GoGoGone,"7, Pilot's View, Belfast BT3 9LE",54.629652799999995,-5.8665933,5.0,28.0,Estate agent,028 9059 3500,http://www.gogogone.com/,17376722135026733963,estate agents in belfast,Property People ,Belfast,127,False,
8,PHANTOM Property Marketing Limited,"56 Donegall Pass, Belfast BT7 1BU",54.5900884,-5.929947599999999,5.0,17.0,Estate agent,028 9691 9190,https://wearephantom.co.uk/,17580255421865314545,estate agents in belfast,Property People ,Belfast,128,False,
9,Cushman & Wakefield NI,"6th floor, Lombard House, 10-20 Lombard St, Belfast BT1 1FD",54.5999382,-5.929312299999999,1.0,1.0,Commercial property estate agent,028 9023 3455,https://www.cushmanwakefield-ni.com/,17804083453432952198,estate agents in belfast,Property People ,Belfast,129,False,
10,Templeton Robinson,"54 High St, Holywood BT18 9AE",54.6414568,-5.8346843999999995,4.6,32.0,Estate Agent,028 9042 4747,http://www.templetonrobinson.com/location/holywood,12562763878571737286,estate agents in belfast,Property People ,Belfast,130,False,
1,Vision Property North Belfast,"168B Cavehill Rd, Belfast BT15 5EX",54.631955,-5.9475432999999995,1.8,5.0,Estate agent,028 9074 0900,http://www.visionpropertyagents.co.uk/,6955164555268080332,estate agents in belfast,Property People ,Belfast,131,False,
2,Property Sales and Lettings NI,"4 - 6 My Ladys Rd, Belfast BT6 8FB",54.591901,-5.9102041,1.0,1.0,Estate agent,028 9046 6890,https://www.propertysalesandlettingsni.com/,17494373704575072560,estate agents in belfast,Property People ,Belfast,132,False,
3,Select NI,"294a Saintfield Rd, Belfast BT8 6PE",54.5488926,-5.9061718999999995,2.1,17.0,Property management company,07768 670624,http://selectni.com/,126303444382749352,estate agents in belfast,Property People ,Belfast,133,False,
4,GVA Commercial Property Agents,"Rose Building, 16 Howard St, Belfast BT1 6PA",54.5954992,-5.9328186999999994,5.0,2.0,Commercial property estate agent,028 9031 6121,http://www.gva.co.uk/belfast/,4451333342703286376,estate agents in belfast,Property People ,Belfast,134,False,
5,Wilson M B & Co,"561-563 Upper Newtownards Rd, Belfast BT4 3LP",54.594369099999994,-5.8417809,2.3,35.0,Property management company,028 9048 0444,http://mbwilson.co.uk/,16484457076718775648,estate agents in belfast,Property People ,Belfast,135,False,
6,TDK Commercial Property Consultants LLP,"85 Victoria St, Belfast BT1 4PB",54.5993259,-5.924313499999999,2.6,5.0,Property management company,028 9024 7111,http://www.tdkproperty.com/,18328799381063423031,estate agents in belfast,Property People ,Belfast,136,False,
7,O'Kane Commercial,"Arthur House, 41 Arthur St, Belfast BT1 4GB",54.597715699999995,-5.9281752999999995,,,Estate Agent,07834 084189,,6883869381375907537,estate agents in belfast,Property People ,Belfast,137,False,
8,Property Buyers Northern Ireland | Property Buyers Belfast,"72 Dunraven Cres, Belfast BT5 5LE",54.5896931,-5.8849787,4.4,8.0,Property management company,028 9053 8805,http://www.propertybuyersnorthernireland.com/,16433444141559109832,estate agents in belfast,Property People ,Belfast,138,False,
9,Let-expert,"49 Belmont Rd, Belfast BT4 2AA",54.6003015,-5.8765198,1.0,1.0,Property management company,028 9065 3343,http://let-expert.com/,6906898069324134865,estate agents in belfast,Property People ,Belfast,139,False,
10,T Armstrong & Son,"51-53 Upper Arthur St, Belfast BT1 4GJ",54.5969687,-5.9277802,,,Estate Agent,028 9024 1313,http://armstrongandson.co.uk/,4559993556757095068,estate agents in belfast,Property People ,Belfast,140,False,
1,Avison Young,"Third Floor, Rose Buildings, 16 Howard St, Belfast BT1 6FQ",54.5957929,-5.9320945,,,Commercial property estate agent,028 9031 6121,https://www.avisonyoung.co.uk/web/belfast?utm_source=google&utm_medium=gmb,4868661240493930088,estate agents in belfast,Property People ,Belfast,141,False,
2,The Hopkins Partnership,"50 Kennedy Way, Belfast BT11 9AP",54.576897599999995,-5.97997,,,Estate agent,028 9002 2820,,3652769178330411139,estate agents in belfast,Property People ,Belfast,142,False,
3,University Rentals,"26 University Ave, Belfast BT7 1GY",54.584892800000006,-5.9284818999999995,1.8,15.0,Property Rental Agency,,https://www.university-rentals.co.uk/,5335067244412101895,estate agents in belfast,Property People ,Belfast,143,False,
4,venYou,"Scottish Provident Building, Donegall Square W, Belfast BT1 6JH",54.5968447,-5.931833999999999,4.9,10.0,Office rental agency,028 9091 8500,https://venyou.co.uk/,2597257008487788801,estate agents in belfast,Property People ,Belfast,144,False,
5,ATM (McGeown Estate Agents),"437 Lisburn Rd, Belfast BT9 7EY",54.578502699999994,-5.9518531,1.6,8.0,Estate Agent,,,3481622793511092239,estate agents in belfast,Property People ,Belfast,145,False,
6,PM Mcgibbon & Co,"387 Lisburn Rd, Belfast BT9 7EW",54.5798986,-5.9502969000000006,5.0,11.0,Property valuer,028 9068 2444,http://www.pmmcgibbon.co.uk/,7729650858820861035,estate agents in belfast,Property People ,Belfast,146,False,
7,Property People Estate & Letting Agents Tyrone,"24 Main St, Augher BT77 0BD",54.428936,-7.1320556999999996,5.0,24.0,Estate agent,028 8556 9209,https://www.propertypeopleni.com/location/mid-ulster/?utm_source=localmaps&utm_medium=gbp&utm_campaign=Tyrone,956271641088144855,estate agents in belfast,Property People ,Belfast,147,False,
8,Twin Spires Complex,"Twin Spires Centre, 155 Northumberland St, Belfast BT13 2JF",54.6000544,-5.9484036,4.3,241.0,Business Centre,028 9031 1002,http://www.ortusproperty.com/,15667363497432049496,estate agents in belfast,Property People ,Belfast,148,False,
9,Kiwi Property Management,,,,5.0,9.0,Estate agent,07861 144233,https://www.kiwipropertymanagement.co.uk/,13729881579954397546,estate agents in belfast,Property People ,Belfast,149,False,
10,Avenue House,"42-44 Rosemary St, Belfast BT1 1QE",54.6000812,-5.930210400000001,3.0,1.0,Estate Agent,,,3078374575872074258,estate agents in belfast,Property People ,Belfast,150,False,
1,Rodgers & Browne Estate Agents,"76 High St, Holywood BT18 9AE",54.640769899999995,-5.835586,,,Estate Agent,028 9042 1414,https://www.rodgersandbrowne.co.uk/,1141415426099620619,estate agents in belfast,Property People ,Belfast,151,False,
2,Chase Estate Agents,"81 Cromwell Rd, Belfast BT7 1LD",54.5870914,-5.9280285,,,Estate Agent,07799 692054,,13341803714464179033,estate agents in belfast,Property People ,Belfast,152,False,
3,Cushman & Wakefield - Commercial Real Estate Services,"5 Oxford St, Belfast BT1 3LA",54.599145299999996,-5.921989,,,Estate Agent,028 9023 3455,https://www.cushmanwakefield.com/en/united-kingdom/offices/belfast?utm_source=google&utm_medium=organic&utm_campaign=gmb_uberall_UK012,8600666132497876150,estate agents in belfast,Property People ,Belfast,153,False,
4,Property 123,"91 University St, Belfast BT7 1HP",54.5860826,-5.9288471,1.4,9.0,Estate Agent,028 9032 9123,,12208967475009909739,estate agents in belfast,Property People ,Belfast,154,False,
5,Murphy Chartered Surveyors & Property Consultants,"River House, 48-60 High St, Belfast BT1 2BE",54.600359600000004,-5.9265329,,,Estate Agent,028 9756 3700,http://www.murphysurveyors.com/,4229420911966867119,estate agents in belfast,Property People ,Belfast,155,False,
6,Whelan Commercial,"Scottish Provident Building, Donegall Square W, Belfast BT1 6JH",54.5971124,-5.931860299999999,,,Commercial property estate agent,028 9091 8650,http://www.whelan.co.uk/,17856093446489327528,estate agents in belfast,Property People ,Belfast,156,False,
7,Martin McGowan Properties,"Drumboe Ave, Stranorlar, Ballybofey, Co. Donegal, F93 A461, Ireland",54.8028694,-7.774413600000001,4.8,37.0,Estate Agent,+353 74 919 0090,http://www.martinmcgowan.ie/,7545614129432455243,estate agents in belfast,Property People ,Belfast,157,False,
8,Lavery Mitchell,"Business Centre, 3 Wellington Park, Belfast BT9 6DJ",54.5819197,-5.9386927,,,Estate Agent,028 9557 5555,http://laverymitchell.com/,12916857338287987306,estate agents in belfast,Property People ,Belfast,158,False,
9,Propertypeach,"Aisling House, 50 Stranmillis Embankment, Belfast BT9 5FL",54.573624499999994,-5.9322056,5.0,2.0,Property management company,,,9980461201102026309,estate agents in belfast,Property People ,Belfast,159,False,
10,Campbell Cairns Commercial,"Scottish Provident Building, Belfast BT1 6JH",54.5968011,-5.9319238,,,Property management company,028 9024 9024,,586560509702962703,estate agents in belfast,Property People ,Belfast,160,False,
1,Lavery Mitchell,"Business Centre, 3 Wellington Park, Belfast BT9 6DJ",54.5819197,-5.9386927,,,Estate Agent,028 9557 5555,http://laverymitchell.com/,12916857338287987306,estate agents in belfast,Property People ,Belfast,161,False,
2,Titanic Suites,"55-59 Adelaide St, Belfast BT2 8FE",54.593987,-5.928589,4.9,29.0,Office rental agency,028 9033 9999,http://www.titanic-suites.com/,14461728782543932237,estate agents in belfast,Property People ,Belfast,162,False,
3,BT1 Apartments - James Clow,"22 Princes Dock St, Belfast BT1 3AA",54.607545699999996,-5.918130199999999,4.2,9.0,Short term apartment rental agency,07821 339498,https://bt1apartments.co.uk/,12556015964979488411,estate agents in belfast,Property People ,Belfast,163,False,
4,Hughes Commercial,"The Scottish Provident Building, 7 Donegall Square W, Belfast BT1 6JH",54.59680780000001,-5.9317547,,,Commercial property estate agent,028 9091 8257,http://www.hughescommercial.co.uk/,16999169851429922054,estate agents in belfast,Property People ,Belfast,164,False,
5,Wilsons Auctions,"22 Mallusk Rd, Newtownabbey BT36 4PP",54.673632,-5.983549,3.8,239.0,Estate Agent,028 9034 2626,https://www.wilsonsauctions.com/?utm_source=google&utm_medium=organic_search&utm_campaign=google_business_profile,10548804107908261922,estate agents in belfast,Property People ,Belfast,165,False,
6,Steve Hewlett Associates,,,,3.4,11.0,Estate agent,028 9022 2003,http://www.stevehewlett.com/,4815016579988661381,estate agents in belfast,Property People ,Belfast,166,False,
7,"Regus - Belfast, Cathedral Quarter","3rd Floor, ARNOTT HOUSE, 12-16 Bridge St, Belfast BT1 1LU",54.6003275,-5.9274458999999995,3.5,4.0,Office rental agency,0800 060 8702,https://www.regus.com/en-gb/united-kingdom/belfast/arnott-house-4304?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,2872020686271240877,estate agents in belfast,Property People ,Belfast,167,False,['https://www.tagvenue.com/venues/belfast/60328/regus-belfast-cathedral-quarter?hl=en-GB&gei=2iMLaZjLJL62wN4PmNLGoAw&rwg_token=ACgRB3eAl5gsQ9yl99n1MKDIqatzTdNK0zbW3EY3pBy9xImrIcyHAOMWUznFuyLaWOUV7qo0aKEFHIxpfpyrCNBpJmtQEXNmUg%3D%3D&source=cat']
8,Formation Works Adelaide - Serviced Offices,"Adelaide House, Hawthorn Business Park, 1 Falcon Rd, Belfast BT12 6SJ",54.5787735,-5.9571356,5.0,1.0,Office rental agency,028 9038 7000,https://formationworks.co.uk/location/adelaide/,13160932741823373752,estate agents in belfast,Property People ,Belfast,168,False,
9,McAuley House,"2-14 Castle St, Belfast BT1 1HB",54.599009599999995,-5.9309699,,,Estate Agent,028 9023 6087,https://www.lsh.ie/find/properties/belfast/belfast/2040514,17294308866139504956,estate agents in belfast,Property People ,Belfast,169,False,
10,CBRE NI | Turner & Townsend,"Level 7, 32-38, Linenhall St, Belfast BT2 8BG",54.5938254,-5.929544099999999,,,Estate Agent,,,13944865568522463720,estate agents in belfast,Property People ,Belfast,170,False,
